time	TriggeredState-name	TriggeredState-state	[00].VehicleUpdate-pos.001	[00].VehicleUpdate-pos.002	[00].VehicleUpdate-pos.003	[00].VehicleUpdate-pos.004	[00].VehicleUpdate-pos.005	[00].VehicleUpdate-pos.006	[00].VehicleUpdate-COGPos.001	[00].VehicleUpdate-COGPos.002	[00].VehicleUpdate-COGPos.003	[00].VehicleUpdate-speed.001	[00].VehicleUpdate-speed.002	[00].VehicleUpdate-speed.003	[00].VehicleUpdate-speed.004	[00].VehicleUpdate-speed.005	[00].VehicleUpdate-speed.006	[00].VehicleUpdate-accel.001	[00].VehicleUpdate-accel.002	[00].VehicleUpdate-accel.003	[00].VehicleUpdate-accel.004	[00].VehicleUpdate-accel.005	[00].VehicleUpdate-accel.006	[00].VehicleUpdate-accelerator	[00].VehicleUpdate-brake	Last_TimeMarker
0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
0.05	null	null	-1724.94072088	7461.56488591	-0.00165079204403	-1.57079892459	-0.000427794600687	5.11631514886e-06	-1724.94072742	7460.08481356	0.525130508917	0.00112413137686	-9.46918662521e-05	-0.0510688647628	2.26238516916e-05	-0.020432010293	0.000157839662279	0.0786616578698	-0.00197298335843	-1.07414758205	-0.000329314061673	-0.444131910801	-0.00161750335246	0	0	
0.1	null	null	-1724.94072459	7461.56384545	-0.00830684000284	-1.57079852614	-0.00210004836659	1.14308316853e-05	-1724.94073386	7460.08465607	0.520948779793	0.00379293970764	-0.000113192363642	-0.0915354117751	4.96031532293e-07	-0.0373505093157	8.20117274998e-05	0.0353236570954	0.000572011049371	-0.421471297741	0.000328304304276	-0.204152688384	-0.000870470248628	0	0	
0.15	null	null	-1724.94072809	7461.56258928	-0.0158704001578	-1.57079834748	-0.00404642079211	1.40051521945e-05	-1724.94073845	7460.08443284	0.516263268706	0.00473377667367	-7.90815684013e-05	-0.0998768955469	6.89870785209e-06	-0.0421511754394	1.97508197743e-05	0.0153158996254	0.000871886964887	0.0393959209323	-4.39473615188e-06	0.00116294657346	-0.00136119395029	0	0	
0.2	null	null	-1724.94073214	7461.5612877	-0.0233912454098	-1.57079803791	-0.00599762648586	1.31146919612e-05	-1724.94074156	7460.08417237	0.511625595931	0.0049717836082	-5.40455912414e-05	-0.0889873728156	2.20750894186e-06	-0.0364870652556	-4.75596971228e-05	0.00550679070875	0.000585273199249	0.371632695198	-0.000108171232569	0.218778684735	-0.00045615984709	0	0	
0.25	null	null	-1724.94073565	7461.56025388	-0.0292448272963	-1.57079780794	-0.00742856596601	1.0725763058e-05	-1724.94074348	7460.08390564	0.507885128232	0.00512257916853	-2.59027965512e-05	-0.0659862831235	9.7137863122e-06	-0.0216478668153	-4.08193882322e-05	0.00749979773536	0.000975337054115	0.552880048752	0.000416743074311	0.378705173731	0.0011291342089	0	0	
0.3	null	null	-1724.94073883	7461.55966014	-0.032627182327	-1.57079662778	-0.00803110447249	9.10065243343e-06	-1724.94074407	7460.08363581	0.505392232317	0.00515283644199	-3.44078716807e-06	-0.0383596755564	3.45161897712e-05	-0.00332805491053	-3.21561165038e-05	-0.0096984570846	0.000326011126162	0.580879569054	0.0002033184428	0.375139266253	3.41876739185e-06	0	0	
0.35	null	null	-1724.9407427	7461.55955069	-0.0333954776186	-1.57079433483	-0.00769561361057	7.61832147257e-06	-1724.94074376	7460.08334594	0.504128714088	0.00489053875208	1.30184971567e-05	-0.00876498315483	4.69807637273e-05	0.0137795126066	-1.53304990818e-05	-0.00787890329957	0.000312317803036	0.43840444088	0.000381699763238	0.20350036025	0.000540372799151	0	0	
0.4	null	null	-1724.94074588	7461.5597465	-0.0322546926099	-1.57079177231	-0.00691318912659	7.17236244117e-06	-1724.94074293	7460.08312164	0.504114315945	0.0043459860608	2.07736720768e-05	0.00578975025564	5.88351249462e-05	0.0169774685055	-5.77669379709e-06	-0.016509687528	-1.56932837854e-05	0.187567442656	0.000150852225488	-0.0357498079538	-0.000232821868849	0	0	
0.45	null	null	-1724.94074936	7461.55994923	-0.0307526408944	-1.57078897572	-0.00618324846594	6.62131672855e-06	-1724.94074199	7460.08293323	0.504538376333	0.00367689039558	1.75154036697e-05	0.0105331065133	5.48018724658e-05	0.0129033084959	-1.48894268932e-05	-0.0112222991884	-1.80307270057e-05	0.0347825624049	-9.69940665527e-05	-0.103055290878	0.000129955282318	0	0	
0.5	null	null	-1724.94075278	7461.56006013	-0.0294864931171	-1.57078642907	-0.0056729807666	5.96336250492e-06	-1724.9407413	7460.08277119	0.505050780905	0.00324401049875	1.17763729577e-05	0.0102529693395	5.16097934451e-05	0.00856857560575	-1.01936457213e-05	-0.00703645125031	-0.000128868501633	-0.033279735595	-6.84174156049e-05	-0.0733816847205	0.000113713744213	0	0	
0.55	null	null	-1724.94075669	7461.5600981	-0.0284095011508	-1.5707835959	-0.00528508857855	5.541120841e-06	-1724.9407408	7460.08260192	0.505554703834	0.00292685045861	4.61259242002e-06	0.0075744567439	4.7804795031e-05	0.00558926491067	-6.70807321512e-06	-0.00456948438659	-8.33754238556e-05	-0.0542363412678	-0.000193041036255	-0.0377963483334	0.000227297467063	0	0	
0.6	null	null	-1724.94076001	7461.56008808	-0.0277640377921	-1.57078135052	-0.00505289423198	5.41304586836e-06	-1724.94074073	7460.08246796	0.505857086543	0.00273126433603	-9.57133920565e-07	0.00511975912377	4.64721088065e-05	0.00418240716681	2.89220747618e-06	-0.00367051037028	-9.39609744819e-05	-0.0457283183932	8.90207775228e-06	-0.0234399177134	0.00014838585048	0	0	
