time	TriggeredState-name	TriggeredState-state	[00].VehicleUpdate-pos.001	[00].VehicleUpdate-pos.002	[00].VehicleUpdate-pos.003	[00].VehicleUpdate-pos.004	[00].VehicleUpdate-pos.005	[00].VehicleUpdate-pos.006	[00].VehicleUpdate-COGPos.001	[00].VehicleUpdate-COGPos.002	[00].VehicleUpdate-COGPos.003	[00].VehicleUpdate-speed.001	[00].VehicleUpdate-speed.002	[00].VehicleUpdate-speed.003	[00].VehicleUpdate-speed.004	[00].VehicleUpdate-speed.005	[00].VehicleUpdate-speed.006	[00].VehicleUpdate-accel.001	[00].VehicleUpdate-accel.002	[00].VehicleUpdate-accel.003	[00].VehicleUpdate-accel.004	[00].VehicleUpdate-accel.005	[00].VehicleUpdate-accel.006	[00].VehicleUpdate-accelerator	[00].VehicleUpdate-brake	Last_TimeMarker
11.25	car5_start	0	-1724.87031464	7372.50085811	-0.0231473076258	-1.57080114451	-0.00382443110594	-1.92041280553e-07	-1724.87032166	7371.02258357	0.508658212696	14.6440496445	-1.56453393174e-06	-0.0579782016575	-1.52729057845e-06	0.00628707744181	1.6605329165e-06	-0.144869625568	-1.14995291369e-05	0.0020455091726	1.39281337397e-05	-0.0489911809564	1.45744604652e-06	0	0	
11.3	car5_start	0	-1724.87031855	7371.68116997	-0.0228199949569	-1.57080121061	-0.00353455601076	-1.07831970006e-07	-1724.87032571	7370.20274134	0.508556988056	14.635966301	-9.12218638405e-07	-0.0532926283777	-8.18354010335e-07	0.0042827357538	1.29641694002e-06	-0.144542813301	-3.13634018312e-06	0.0116234719753	1.01480773083e-05	-0.024421300739	-9.74961494649e-06	0	0	
11.35	car5_start	0	-1724.87032195	7370.97890837	-0.0226044880535	-1.57080123634	-0.00334730503286	-4.93427628734e-08	-1724.87032918	7369.50038026	0.508495648438	14.6290655136	-3.65580206108e-07	-0.0499811321497	-2.43549550305e-07	0.00375251076184	1.13619580588e-06	-0.1359821558	6.25684151601e-07	0.010963045992	1.11760082291e-05	-0.00291564175859	-2.86875310849e-05	0.0386204384267	0	
11.4	car5_start	0	-1724.87032538	7370.27688086	-0.0224251956986	-1.57080123574	-0.00320064384486	3.80588640009e-09	-1724.87033264	7368.79827488	0.508458092393	14.6265134811	8.29717805573e-08	-0.0473906248808	2.90459610142e-07	0.00180936860852	1.13482417419e-06	0.023773284629	1.03109186966e-05	0.00847302470356	1.26959221234e-05	-0.0677537471056	5.15452893524e-06	0.0945917293429	0	
11.45	car5_start	0	-1724.87032881	7369.57470801	-0.0224380926489	-1.57080121178	-0.00319829473212	4.93252714244e-08	-1724.87033606	7368.09610078	0.508441722029	14.6317892075	4.86295959945e-07	-0.0468791313469	7.27075246232e-07	-0.00176177010871	9.39406618272e-07	0.187494516373	1.68390834006e-05	0.0118184760213	7.79362017056e-06	-0.0720026493073	9.07985793219e-07	0.154747083783	0	
11.5	car5_start	0	-1724.87033278	7368.7620198	-0.0227797169393	-1.57080115923	-0.00343615996774	9.65157219705e-08	-1724.87033997	7367.28353889	0.508451791974	14.6550197601	8.34618788303e-07	-0.0500238053501	1.16037767839e-06	-0.00848027132452	7.83561745266e-07	0.759142518044	2.28780445468e-05	-0.0013629476307	1.12675206765e-05	-0.211118534207	-6.83674079482e-06	0.224891886115	0	
11.55	car5_start	0	-1724.87033619	7368.05683832	-0.0238851415173	-1.5708010964	-0.00419260115341	1.33216980938e-07	-1724.87034331	7366.57875968	0.508464599155	14.717590332	1.04301830106e-06	-0.0616903528571	1.45281637742e-06	-0.0247499849647	7.73552017108e-07	0.819069564342	2.46823892667e-05	-0.0275246407837	3.5024220324e-06	0.066306963563	3.20220715366e-06	0.28304156661	0	
11.6	car5_start	0	-1724.87033958	7367.34950801	-0.0250942774829	-1.57080102197	-0.00498528284008	1.6756203273e-07	-1724.8703466	7365.87185182	0.508426941688	14.7340717316	1.239783046e-06	-0.075167953968	1.66138295299e-06	-0.00698078610003	6.69554424348e-07	0.283120006323	2.75443962892e-05	-0.0424349308014	3.33583602696e-06	0.360256135464	-5.5876330407e-06	0.286968588829	0	
11.65	car5_start	0	-1724.87034291	7366.64194119	-0.0252216781964	-1.57080093814	-0.00500007837495	1.94058058987e-07	-1724.87034983	7365.16429289	0.50832140363	14.7462520599	1.42387455071e-06	-0.0758573487401	1.82949600003e-06	0.0047085643746	4.15620263539e-07	0.225385040045	3.10067443934e-05	0.0229457635432	2.53353755397e-06	0.132358431816	-8.88814338396e-06	0.249587222934	0	
11.7	car5_start	0	-1724.87034674	7365.81596693	-0.0247856128174	-1.5708008316	-0.00466223807229	2.08696706468e-07	-1724.87035351	7364.33813846	0.508258229421	14.7585382462	1.62648962032e-06	-0.0688606128097	1.97101849153e-06	0.00573527766392	1.53020749849e-07	0.213587984443	3.18954625982e-05	0.0356717221439	1.92457559933e-06	-0.0481358505785	-5.48101934328e-06	0.244598075747	0	
